sample	Cruise	Cruise Name	Station	BODC Station	BODC Bottle Number	Latitude	Longitude	DEPTH [m]	Bot. Depth [m]	PRESSURE [dbar]	CTDTMP [deg C]	CTDSAL	SALINITY_D_CONC_BOTTLE	CFC-11_D_CONC_BOTTLE [pmol/kg]	CFC-12_D_CONC_BOTTLE [pmol/kg]	CFC113_D_CONC_BOTTLE [pmol/kg]	SF6_D_CONC_BOTTLE [fmol/kg]	He_D_CONC_BOTTLE [nmol/kg]	Ne_D_CONC_BOTTLE [nmol/kg]	OXYGEN_D_CONC_BOTTLE [umol/kg]	CTDOXY [umol/kg]	PHOSPHATE_D_CONC_BOTTLE [umol/kg]	PHOSPHATE_LL_D_CONC_BOTTLE [umol/kg]	SILICATE_D_CONC_BOTTLE [umol/kg]	NITRATE_D_CONC_BOTTLE [umol/kg]	NITRATE_LL_D_CONC_BOTTLE [umol/kg]	NITRITE_D_CONC_BOTTLE [umol/kg]	NITRITE_LL_D_CONC_BOTTLE [umol/kg]	TALK_D_CONC_BOTTLE [umol/kg]	DIC_D_CONC_BOTTLE [umol/kg]	DOC_D_CONC_BOTTLE [umol/kg]	DIC_13_12_D_DELTA_BOTTLE [per mil]	He_3_4_D_DELTA_BOTTLE [per mil]	TRITIUM_D_CONC_BOTTLE [TU]	H2O_2_1_D_DELTA_BOTTLE [per mil]	H2O_18_16_D_DELTA_BOTTLE [per mil]	NITRATE_15_14_D_DELTA_BOTTLE [per mil]	SILICATE_30_28_D_DELTA_BOTTLE [per mil]	SALINITY_D_CONC_PUMP	PHOSPHATE_LL_D_CONC_FISH [umol/kg]	NITRATE_LL_D_CONC_FISH [umol/kg]	NITRITE_LL_D_CONC_FISH [umol/kg]	SALINITY_D_CONC_UWAY	DOC_D_CONC_UWAY [umol/kg]	Al_D_CONC_BOTTLE [nmol/kg]	Ba_D_CONC_BOTTLE [nmol/kg]	Cd_D_CONC_BOTTLE [nmol/kg]	Co_D_CONC_BOTTLE [pmol/kg]	Cu_D_CONC_BOTTLE [nmol/kg]	Fe_D_CONC_BOTTLE [nmol/kg]	Fe_II_D_CONC_BOTTLE [nmol/kg]	Fe_S_CONC_BOTTLE [nmol/kg]	Ga_D_CONC_BOTTLE [pmol/kg]	Hg_D_CONC_BOTTLE [pmol/kg]	Mn_D_CONC_BOTTLE [nmol/kg]	Ni_D_CONC_BOTTLE [nmol/kg]	Pb_D_CONC_BOTTLE [pmol/kg]	Zn_D_CONC_BOTTLE [nmol/kg]	Y_D_CONC_BOTTLE [pmol/kg]	La_D_CONC_BOTTLE [pmol/kg]	Ce_D_CONC_BOTTLE [pmol/kg]	Pr_D_CONC_BOTTLE [pmol/kg]	Nd_D_CONC_BOTTLE [pmol/kg]	Sm_D_CONC_BOTTLE [pmol/kg]	Eu_D_CONC_BOTTLE [pmol/kg]	Gd_D_CONC_BOTTLE [pmol/kg]	Tb_D_CONC_BOTTLE [pmol/kg]	Dy_D_CONC_BOTTLE [pmol/kg]	Ho_D_CONC_BOTTLE [pmol/kg]	Er_D_CONC_BOTTLE [pmol/kg]	Tm_D_CONC_BOTTLE [pmol/kg]	Yb_D_CONC_BOTTLE [pmol/kg]	Lu_D_CONC_BOTTLE [pmol/kg]	Nd_143_144_D_EPSILON_BOTTLE [per 10000]	Pb_206_204_D_RATIO_BOTTLE	Pb_206_207_D_RATIO_BOTTLE	Pb_208_207_D_RATIO_BOTTLE	Cd_114_110_D_DELTA_BOTTLE [per mil]	Fe_56_54_D_DELTA_BOTTLE [per mil]	Zn_66_64_D_DELTA_BOTTLE [per mil]	Pa_231_D_CONC_BOTTLE [uBq/kg]	Pb_210_D_CONC_BOTTLE [mBq/kg]	Po_210_D_CONC_BOTTLE [mBq/kg]	Th_230_D_CONC_BOTTLE [uBq/kg]	Th_232_D_CONC_BOTTLE [pmol/kg]	Th_234_T_CONC_BOTTLE [mBq/kg]	Ra_223_D_CONC_PUMP [mBq/kg]	Ra_224_D_CONC_PUMP [mBq/kg]	Ra_226_D_CONC_PUMP [mBq/kg]	Ra_228_D_CONC_PUMP [mBq/kg]	Th_228_D_CONC_PUMP [uBq/kg]	Al_D_CONC_FISH [nmol/kg]	Cd_D_CONC_FISH [nmol/kg]	Co_D_CONC_FISH [pmol/kg]	Cu_D_CONC_FISH [nmol/kg]	Fe_D_CONC_FISH [nmol/kg]	Fe_II_D_CONC_FISH [nmol/kg]	Fe_S_CONC_FISH [nmol/kg]	Ga_D_CONC_FISH [pmol/kg]	Hg_D_CONC_FISH [pmol/kg]	Mn_D_CONC_FISH [nmol/kg]	Ni_D_CONC_FISH [nmol/kg]	Pb_D_CONC_FISH [pmol/kg]	Zn_D_CONC_FISH [nmol/kg]	Y_D_CONC_FISH [pmol/kg]	La_D_CONC_FISH [pmol/kg]	Ce_D_CONC_FISH [pmol/kg]	Pr_D_CONC_FISH [pmol/kg]	Nd_D_CONC_FISH [pmol/kg]	Sm_D_CONC_FISH [pmol/kg]	Eu_D_CONC_FISH [pmol/kg]	Gd_D_CONC_FISH [pmol/kg]	Tb_D_CONC_FISH [pmol/kg]	Dy_D_CONC_FISH [pmol/kg]	Ho_D_CONC_FISH [pmol/kg]	Er_D_CONC_FISH [pmol/kg]	Tm_D_CONC_FISH [pmol/kg]	Yb_D_CONC_FISH [pmol/kg]	Lu_D_CONC_FISH [pmol/kg]	Nd_143_144_D_EPSILON_FISH [per 10000]	Pb_206_204_D_RATIO_FISH	Pb_206_207_D_RATIO_FISH	Pb_208_207_D_RATIO_FISH	Fe_56_54_D_DELTA_FISH [per mil]	Zn_66_64_D_DELTA_FISH [per mil]	Pa_231_D_CONC_FISH [uBq/kg]	Th_230_D_CONC_FISH [uBq/kg]	Th_232_D_CONC_FISH [pmol/kg]	L1Cu_D_CONC_BOTTLE [nmol/kg]	L1Cu_D_LogK_BOTTLE	L1Fe_D_CONC_BOTTLE [nmol/kg]	L1Fe_D_LogK_BOTTLE	L2Fe_D_CONC_BOTTLE [nmol/kg]	L2Fe_D_LogK_BOTTLE	L1Cu_D_CONC_FISH [nmol/kg]	L1Cu_D_LogK_FISH	L1Fe_D_CONC_FISH [nmol/kg]	L1Fe_D_LogK_FISH	L2Fe_D_CONC_FISH [nmol/kg]	L2Fe_D_LogK_FISH	P_TP_CONC_BOTTLE [nmol P/kg]	P_TPL_CONC_BOTTLE [nmol P/kg]	Al_TP_CONC_BOTTLE [nmol/kg]	Al_TPL_CONC_BOTTLE [nmol/kg]	Al_TPR_CONC_BOTTLE [nmol/kg]	Cd_TP_CONC_BOTTLE [pmol/kg]	Cd_TPL_CONC_BOTTLE [pmol/kg]	Cd_TPR_CONC_BOTTLE [pmol/kg]	Co_TP_CONC_BOTTLE [pmol/kg]	Co_TPL_CONC_BOTTLE [pmol/kg]	Co_TPR_CONC_BOTTLE [pmol/kg]	Fe_TP_CONC_BOTTLE [nmol/kg]	Fe_TPL_CONC_BOTTLE [nmol/kg]	Fe_TPR_CONC_BOTTLE [nmol/kg]	Mn_TP_CONC_BOTTLE [nmol/kg]	Mn_TPL_CONC_BOTTLE [nmol/kg]	Mn_TPR_CONC_BOTTLE [nmol/kg]	P_TPR_CONC_BOTTLE [nmol/kg]	Ti_TP_CONC_BOTTLE [nmol/kg]	Ti_TPL_CONC_BOTTLE [nmol/kg]	Ti_TPR_CONC_BOTTLE [nmol/kg]	Ag_LPT_CONC_PUMP [pmol/kg]	Ag_SPT_CONC_PUMP [pmol/kg]	Al_LPT_CONC_PUMP [nmol/kg]	Al_SPT_CONC_PUMP [nmol/kg]	Ba_LPT_CONC_PUMP [pmol/kg]	Ba_SPT_CONC_PUMP [pmol/kg]	Cd_LPT_CONC_PUMP [pmol/kg]	Cd_SPT_CONC_PUMP [pmol/kg]	Co_LPT_CONC_PUMP [pmol/kg]	Co_SPT_CONC_PUMP [pmol/kg]	Cu_LPT_CONC_PUMP [pmol/kg]	Cu_SPT_CONC_PUMP [pmol/kg]	Fe_LPT_CONC_PUMP [nmol/kg]	Fe_SPT_CONC_PUMP [nmol/kg]	Mn_LPT_CONC_PUMP [nmol/kg]	Mn_SPT_CONC_PUMP [nmol/kg]	Ni_LPT_CONC_PUMP [pmol/kg]	Ni_SPT_CONC_PUMP [pmol/kg]	P_LPT_CONC_PUMP [nmol/kg]	P_SPT_CONC_PUMP [nmol/kg]	Pb_LPT_CONC_PUMP [pmol/kg]	Pb_SPT_CONC_PUMP [pmol/kg]	Th_LPT_CONC_PUMP [pmol/kg]	Th_SPT_CONC_PUMP [pmol/kg]	Ti_LPT_CONC_PUMP [pmol/kg]	Ti_SPT_CONC_PUMP [pmol/kg]	V_LPT_CONC_PUMP [pmol/kg]	V_SPT_CONC_PUMP [pmol/kg]	Y_LPT_CONC_PUMP [pmol/kg]	Y_SPT_CONC_PUMP [pmol/kg]	Nd_LPT_CONC_PUMP [pmol/kg]	Nd_SPT_CONC_PUMP [pmol/kg]	Pa_231_SPT_CONC_PUMP [uBq/kg]	Th_228_SPT_CONC_PUMP [uBq/kg]	Th_230_SPT_CONC_PUMP [uBq/kg]	Th_232_SPT_CONC_PUMP [pmol/kg]	Th_234_SPT_CONC_PUMP [mBq/kg]	Th_234_LPT_CONC_PUMP [mBq/kg]
S0103	GA03	KN204-1	Station 24	1646914	846728	17.3999	-24.49991	234.5	3574	236	13.458	35.611	35.603001	1.866	1.001	0.016	0.536	1.734	7.148	75.199997	74.5	1.46	NA	7.71	24.690001	NA	0	NA	2316.000000	2212.729980	NA	0.16	21.299999	0.318	NA	NA	4.59	2.17	NA	NA	NA	NA	NA	NA	16.751221	39.200001	0.249951	121.951218	0.795122	1.201463	0.165854	0.733	25.299999	1.170732	0.285366	NA	18.15	0.328415	119.5	21.700001	6.82	4.06	19.5	3.78	0.97	5.01	0.68	5.35	1.23	4.47	0.557	3.99	0.582	NA	18.459999	1.176	2.447	0.3	0.17	0.31	1.433032	NA	NA	1.800489	0.320246	39.678047	0.001626	0.045529	1.346341	0.091057	34.146343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.463415	13.8	1.95122	12.55	0.604878	11.3	NA	NA	NA	NA	NA	NA	2.982693	NA	9.213464	NA	NA	1.170732	NA	NA	1.853659	NA	NA	2.470244	NA	NA	0.113268	NA	NA	NA	0.410527	NA	NA	0.012488	0.124878	2.302439	5.258537	35.707317	267.317047	0.066927	1.482927	0.399024	1.24878	2.263415	24.097561	0.702439	1.707317	0.030049	0.105366	9.268292	24.975611	0.220488	2.039024	0.198049	0.759024	0.030146	0.093854	102.439018	208.780487	2.8	8.214634	0.275122	0.834146	0.200976	0.579512	NA	8.129756	NA	NA	2.777268	0.762634
S0104	GA03	KN204-1	Station 24	1646914	846731	17.3999	-24.49991	285.9	3574	287.8	12.667	35.508999	35.507	1.692	0.896	0.015	0.482	1.754	7.34	70.300003	70.5	1.57	NA	8.78	26.41	NA	0	NA	2315.600098	2215.840088	NA	0.13	30.4	0.311	NA	NA	4.71	NA	NA	NA	NA	NA	NA	NA	15.765854	40.900002	0.313548	130.731705	0.839024	1.273171	0.214634	0.716	25	1.268293	0.293171	NA	17.85	0.388902	119.599998	22.5	6.12	4.21	20.200001	3.96	0.98	5.12	0.69	5.53	1.26	4.62	0.572	4.09	0.597	NA	18.48	1.177	2.449	0.315	0.15	0.38	NA	NA	NA	NA	NA	40.165855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.960976	12.44	0.321951	11.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S0250	GA03	KN199-4	Station 12	1700233	853064	17.4022	-24.497799999999984	2	3548	2	26.79	36.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.950001	0.021951	0.034634	9.76e-4	36.950001	75.317070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.487804	NA	NA	NA	NA	NA	16.351219	0.0015	25.365854	NA	0.458537	0.058537	0.063	NA	0.390244	NA	NA	14	0.01	123.300003	19.6	22.040001	4.39	21.1	4.13	1.07	5.37	0.74	5.52	1.27	4.33	0.541	3.52	0.51	-11.360000	NA	1.183	2.455	0.52	-0.12	0.69904	0.645745	0.384416	NA	NA	NA	NA	NA	NA	NA	NA	0.887805	12.23	0.692683	11.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S0244	GA03	KN199-4	Station 12	1700233	842801	17.4022	-24.497799999999984	31.8	3548	32	26.67	36.919998	36.919998	1.677	1.096	0.155	1.096	1.652	6.462	203	202.7	0.02	0.016098	0.39	0	0.046341	0	0.001073	2421.800049	2035.489990	67.804878	NA	-13.7	0.492	6.62	0.87	13.73	NA	NA	NA	NA	NA	NA	NA	14.809756	43.700001	5e-4	27.317074	0.580488	0.433659	0.068293	0.047	30.9	0.195122	2.204878	NA	18.35	0.154634	126.900002	19.1	21.120001	4.18	20.1	4	1.03	5.2	0.73	5.48	1.25	4.34	0.546	3.54	0.516	-10.94	NA	NA	NA	NA	0.41	-0.15	0.768944	NA	NA	1.002804	0.360929	35.287804	0	0.040651	1.370732	0.4	42.276096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.653658	13.65	1.034146	12.51	0.497561	11.66	NA	NA	NA	NA	NA	NA	20.425365	NA	5.339512	NA	NA	0.682927	NA	NA	4.780488	NA	NA	1.179512	NA	NA	0.129659	NA	NA	NA	0.15718	NA	NA	NA	NA	3.326829	3.385366	34.439026	15.121951	0.279024	0.400976	0.530732	3.229268	1.82439	10.146342	0.882927	0.93561	0.021659	0.072098	12.390244	NA	2.507317	11.414634	0.126829	NA	0.04761	0.047415	134.634155	111.219513	4.995122	6.692683	0.28878	0.553171	NA	NA	NA	4.878049	NA	NA	2.508976	0.105659
S0245	GA03	KN199-4	Station 12	1700233	842804	17.4022	-24.497799999999984	50.4	3548	50.7	24	36.900002	36.900002	1.873	1.202	0.168	1.21	1.667	6.626	212.199997	212.2	0.08	0.055707	0.49	0	0.043805	0.01	0.001366	2410.100098	2069.750000	NA	1.27	-15.4	0.514	6.93	1.2	11.86	NA	NA	NA	NA	NA	NA	NA	9.521952	39.299999	6e-4	50.731709	0.712195	0.167805	0.058537	0.074	30.5	0.487805	1.795122	NA	24.15	0.090732	127.800003	17.299999	16.67	3.51	17.299999	3.45	0.89	4.78	0.66	5.38	1.26	4.55	0.552	3.74	0.54	-9.82	NA	NA	NA	NA	0.16	-0.03	0.891276	NA	NA	0.919237	0.162946	40.65366	0	0.040651	1.370732	0.4	42.276096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.653658	13.65	0.878049	12.29	0.614634	11.36	NA	NA	NA	NA	NA	NA	22.453991	NA	0.754146	NA	NA	1.268293	NA	NA	4.292683	NA	NA	0.385561	NA	NA	0.108	NA	NA	NA	0.045356	NA	NA	NA	NA	3.326829	3.385366	34.439026	15.121951	0.279024	0.400976	0.530732	3.229268	1.82439	10.146342	0.882927	0.93561	0.021659	0.072098	12.390244	NA	2.507317	11.414634	0.126829	NA	0.04761	0.047415	134.634155	111.219513	4.995122	6.692683	0.28878	0.553171	NA	NA	NA	4.878049	NA	NA	2.508976	0.105659
S0246	GA03	KN199-4	Station 12	1700233	842807	17.4022	-24.497799999999984	71.9	3548	72.3	21.98	36.810001	36.799999	1.998	1.261	0.157	1.235	1.647	6.702	184.100006	184.5	0.25	0.215317	0.88	2.09	0.975805	0.19	0.194244	2400.399902	2104.500000	NA	NA	-17.299999	0.583	7.25	1.02	6.41	NA	NA	NA	NA	NA	NA	NA	15.863415	39.900002	9.5e-4	66.341461	0.614634	0.167317	0.058537	0.077	30.5	0.780488	1.356098	NA	24.049999	0.098293	130.5	16.200001	13.55	3.1	15.6	3.09	0.82	4.53	0.63	5.33	1.26	4.63	0.573	3.94	0.556	-9.88	NA	NA	NA	1.005	0.17	-0.12	1.240796	NA	NA	1.048386	0.165876	41.629269	0.001626	0.04878	1.391902	0.271544	47.154148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.902439	13.9	1.082927	12.42	1.37561	11.28	NA	NA	NA	NA	NA	NA	15.189512	NA	0.728683	NA	NA	2.829268	NA	NA	3.512195	NA	NA	0.306927	NA	NA	0.151805	NA	NA	NA	0.022644	NA	NA	NA	NA	1.297561	0.332683	12.487805	35.804878	0.291707	1.131707	0.241951	1.960976	0.739512	9.95122	0.36	0.245854	0.01239	0.07639	3.512195	NA	0.839024	5.151219	0.069756	NA	0.025463	0.008712	68	29.756098	1.42439	1.082927	0.201951	0.36878	NA	NA	NA	4.878049	0.039282	0.012992	3.252	0.787024
S0247	GA03	KN199-4	Station 12	1700233	842810	17.4022	-24.497799999999984	91.6	3548	92.2	20.59	36.73	36.73	2.06	1.284	0.142	1.202	1.678	6.778	165.600006	165.5	0.43	0.395415	1.46	5.56	1.084098	0.08	0.085463	2402.899902	2114.169922	59.317074	0.73	-9.5	0.55	6.8	1.2	4.59	NA	NA	NA	NA	NA	NA	NA	11.765854	44.900002	0.011628	81.951218	0.678049	0.328293	0.087805	0.122	31.299999	0.878049	0.927805	NA	20.299999	0.106098	136.300003	16.799999	12.05	3.12	15.5	3.04	0.83	4.55	0.66	5.39	1.26	4.73	0.577	4.04	0.588	-10.2	NA	NA	NA	1.005	0.03	-0.39	1.031084	NA	NA	1.169938	0.209102	45.531708	0.003252	0.071544	1.448781	0.250407	68.292686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.351219	13.95	1.258537	12.55	0.682927	11.35	NA	NA	NA	NA	NA	NA	8.647854	NA	1.050049	NA	NA	2.634146	NA	NA	2.439024	NA	NA	0.358146	NA	NA	0.221659	NA	NA	NA	0.060673	NA	NA	NA	NA	0.985366	0.460488	12.780488	82.341461	0.233171	1.463415	0.216585	1.64878	0.654634	13.170732	0.269268	0.243902	0.019902	0.109268	3.404878	NA	0.770732	3.736585	0.095317	NA	0.019415	0.011805	45.951221	29.756098	1.326829	1.131707	0.235122	0.561951	NA	NA	NA	4.878049	0.039282	0.012992	2.839024	0.925171
S0248	GA03	KN199-4	Station 12	1700233	842813	17.4022	-24.497799999999984	136.5	3548	137.4	18.65	36.639999	36.650002	2.196	1.386	0.086	1.189	1.711	6.978	157.699997	157	0.52	0.517268	1.95	8.23	1.128488	0.02	0.04	2388.699951	2130.649902	59.512196	-0.37	-7.9	0.599	8.43	1.21	3.885	NA	NA	NA	NA	NA	NA	NA	15.492683	56.900002	0.039834	85.853661	0.75122	0.532195	0.078049	0.159	31.5	0.682927	0.342439	NA	24.25	0.165366	149.300003	19.799999	10.88	3.53	17.4	3.46	0.92	5.12	0.74	6.1	1.42	5.22	0.651	4.46	0.65	-9.51	NA	NA	NA	0.38	0.19	0.28	1.13594	NA	NA	1.861265	0.276978	42.117073	0.003252	0.04878	1.42439	0.182114	53.658539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.873171	13.85	1.287805	12.34	0.497561	11.61	NA	NA	NA	NA	NA	NA	5.893834	NA	3.91678	NA	NA	1.365854	NA	NA	1.853659	NA	NA	1.146537	NA	NA	0.277561	NA	NA	NA	0.148673	NA	NA	NA	NA	1.082927	1.678049	23.12195	188.292679	0.086244	0.995122	0.276098	1.219512	0.890732	17.170732	0.305366	0.611707	0.029951	0.140488	3.912195	NA	0.34439	2.292683	0.145366	NA	0.024683	0.039122	55.804878	58.731709	1.42439	2.682927	0.302439	0.708293	NA	NA	NA	9.756098	NA	NA	3.295902	0.982146
S0249	GA03	KN199-4	Station 12	1700233	842816	17.4022	-24.497799999999984	185.4	3548	186.6	16.07	36.150002	36.150002	2.127	1.261	0.034	0.84	1.704	6.951	116.300003	115.7	0.98	NA	4.88	16.139999	NA	0	NA	2358.600098	2152.370117	NA	0.32	5.8	0.504	7.36	1.03	4.345	1.85	NA	NA	NA	NA	NA	NA	16.556099	47.900002	0.121937	94.634148	0.829268	0.726341	0.058537	0.349	28.299999	0.585366	0.272195	NA	21.25	0.196585	132.699997	20.9	9.78	3.92	18.9	3.65	0.97	5.18	0.72	5.77	1.35	4.81	0.613	4.24	0.62	-10.34	NA	NA	NA	0.345	0.25	0.18	1.240796	NA	NA	1.861265	0.285597	43.248779	0.003252	0.091057	1.398342	0.136585	105.690727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.580488	12.23	0.517073	11.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.112195	3.697561	13.95122	186.341461	0.060683	0.995122	0.211707	1.24878	0.756098	16.878050000000002	0.356098	1.317073	0.014829	0.125854	3.863415	NA	0.432195	1.639024	0.092293	NA	0.025268	0.067512	92.390244	149.268295	1.404878	5.990244	0.177561	0.693659	NA	NA	NA	9.756098	NA	NA	2.895902	0.948
S0138	GA03	KN204-1	Station 22	1701493	846488	19.4329	-29.382810000000006	50	NA	50.3	24.811	37.169998	37.168999	1.781	1.095	0.151	1.249	1.662	6.558	206.100006	206.9	0	0.009659	0.29	0	0.026439	0	NA	2422.699951	2364.639893	NA	NA	-14	0.488	NA	NA	12.73	NA	NA	NA	NA	NA	NA	NA	19.365854	38.400002	2.5e-4	20.487804	0.804878	0.357927	0.097561	0.182	29.799999	0.390244	2.297561	NA	14.7	0.06378	127	19.5	20.139999	4.24	20.6	4.17	1.05	5.36	0.75	5.69	1.3	4.47	0.55	3.75	0.52	NA	NA	NA	NA	NA	0.36	-0.04	0.908752	NA	NA	0.91164	0.40312	43.736588	0.003252	0.050407	1.453658	0.421139	120.324883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64878	13.7	1.346341	12.19	0.556098	11.38	NA	NA	NA	NA	NA	NA	NA	7.35642	NA	0.180146	1.942166	NA	0.721951	0.04878	NA	2.419512	0.839024	NA	0.109044	0.746634	NA	0.061688	0.007493	3.569698	NA	6.83e-4	0.071249	0.001473	0.099512	0.951219	1.902439	18.731707	6.419512	0.074244	0.30439	0.2	2.468293	1.512195	11.804878	0.268293	0.564878	0.007961	0.041854	7.492683	12	0.557073	9.112195	0.033854	0.430244	0.011805	0.042244	42.731709	72.487808	7.678049	2.829268	0.114146	0.42439	0.073756	0.27122	NA	3.251707	NA	NA	1.782146	0.134927
S0139	GA03	KN204-1	Station 22	1701493	846491	19.4329	-29.382810000000006	74.5	NA	75	24.807	37.168999	37.167	1.761	1.09	0.144	1.178	1.673	6.531	205.899994	205.9	0	0.013171	0.29	0	0.037951	0	0.004585	2422.600098	2329.659912	NA	1.31	-14.2	0.496	NA	NA	13.71	NA	NA	NA	NA	NA	NA	NA	22.126829	38.799999	4e-4	26.341463	0.790244	0.359634	0.058537	0.113	32.099998	0.487805	1.881951	NA	18.700001	0.044024	127.199997	19	19.09	4.05	20.200001	4.03	1	5.27	0.74	5.68	1.29	4.49	0.551	3.79	0.533	NA	NA	NA	NA	NA	0.46	0.09	0.69904	NA	NA	0.98761	0.396483	41.297562	0.001626	0.026017	1.559317	0.460163	34.146343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.346341	12.26	0.809756	11.46	NA	NA	NA	NA	NA	NA	11.381444	NA	1.825366	NA	NA	0.390244	NA	NA	3.317073	NA	NA	0.627122	NA	NA	0.047805	NA	NA	NA	0.12158	NA	NA	0.001102	0.085171	0.806829	1.082927	3.892683	23.609756	0.083415	0.520976	0.218537	2.712195	0.971707	13.073171	0.223415	0.358049	0.011805	0.064	6.312195	13.756098	0.64	8.565854	0.03561	0.509268	0.010732	0.021561	31.12195	42.341465	5.560976	2.165854	0.084878	0.355122	0.066732	0.190244	NA	3.251707	NA	NA	2.235805	0.178829
S0140	GA03	KN204-1	Station 22	1701493	846494	19.4329	-29.382810000000006	84	NA	84.5	23.235	37.092999	37.092999	1.945	1.195	0.156	1.305	1.681	6.62	206.300003	205.3	0.01	0.013171	0.39	0.04	0.037951	0.03	0.004585	2409.600098	2325.209961	NA	NA	-13	0.525	NA	NA	5.88	NA	NA	NA	NA	NA	NA	NA	22.126829	38.799999	4e-4	26.341463	0.790244	0.359634	0.058537	0.113	32.099998	0.487805	1.881951	NA	18.700001	0.044024	127.199997	19	19.09	4.05	20.200001	4.03	1	5.27	0.74	5.68	1.29	4.49	0.551	3.79	0.533	NA	NA	NA	NA	NA	0.46	0.09	0.8738	NA	NA	0.919237	0.191993	41.297562	0.001626	0.026017	1.559317	0.460163	34.146343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.346341	12.26	0.809756	11.46	NA	NA	NA	NA	NA	NA	11.381444	7.118039	1.825366	0.125434	1.599932	0.390244	1.560976	0.117073	3.317073	2.214634	0.887805	0.627122	0.067454	0.502117	0.047805	0.122273	0.017834	3.35839	0.12158	3.71e-4	0.1352	0.001102	0.085171	0.806829	1.082927	3.892683	23.609756	0.083415	0.520976	0.218537	2.712195	0.971707	13.073171	0.223415	0.358049	0.011805	0.064	6.312195	13.756098	0.64	8.565854	0.03561	0.509268	0.010732	0.021561	31.12195	42.341465	5.560976	2.165854	0.084878	0.355122	0.066732	0.190244	NA	3.251707	NA	NA	2.235805	0.178829
